year,overflow_type,municipality,wet_dry_event,npdes,date_discovered,time_discovered,days,hours,minutes,location,pipe_manhole_id,zip_code,latitude,collection_system,quan_gals_gross,quan_gals_net,cause,health_dept_notified,how_heatlh_depart_was_notified,corrective_action,watershed,receiving_waters,county,comment,penalty_collected,penalty_collected_comments,long,watershed2,quan_gals_gross2,geometry
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,1:00:00 AM,0,3,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,City of Baltimore Dept. of Public Works,132000,132000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616402,Jones Falls,"132,000","c(1420876.44492832, 598260.494945648)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/18/2018,1:00:00 AM,0,4,10,N. Charles St. & Lafayette Ave.,Manhole,21202,39.30978,City of Baltimore Dept. of Public Works,42000,42000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.61647,Jones Falls,"42,000","c(1420855.61072818, 598639.5791908)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/21/2018,12:35:00 PM,0,1,57,436 Kane St.,Manhole,21224,39.288349,City of Baltimore Dept. of Public Works,1755,1755,"Trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch house connection choke with 70 ft. of pressure hose.  Confirmed mainline is clear.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.537331,Baltimore Harbor,"1,755","c(1443287.88555786, 590937.572670193)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/25/2018,11:25:00 AM,0,1,46,1919 Fairbank Rd.,Manhole,21209,39.36752,City of Baltimore Dept. of Public Works,159,159,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 150 ft. of pressure hose.  Confirmed mainline is clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.6603,Jones Falls,159,"c(1408375.43144406, 619621.416066684)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/27/2018,7:10:00 PM,0,17,30,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,13180000,13180000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"13,180,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/27/2018,7:40:00 PM,0,14,30,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,1461000,1461000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"1,461,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/28/2018,2:35:00 AM,0,1,0,3104 Liberty Heights Ave.,Manhole,21215,39.323505,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.668137,Gwynns Falls,"2,000","c(1406217.99715462, 603581.39643694)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/29/2018,9:35:00 AM,0,2,4,5740 Cross Country Blvd.,Manhole,21209,39.365162,City of Baltimore Dept. of Public Works,372,372,"Rags, roots.",,NA,Relieved mainline choke with 200 ft. of pressure hose.  Performed CCTV inspection; confirmed mainline is clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.664574,Jones Falls,372,"c(1407170.22086092, 618758.072570608)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,9/29/2018,10:37:00 PM,0,11,23,926 Greenmount Ave.,Clean out,21202,39.300427,City of Baltimore Dept. of Public Works,683,683,"Rags, pipe break.",,NA,Relieved house connection choke with 45 ft. of electric cable.  Repaired damage to lateral.  Performed CCTV inspections on mainline and house connection.,Jones Falls,,Baltimore City,NA,NA,NA,-76.607113,Jones Falls,683,"c(1423517.87946151, 595244.185995432)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/6/2018,3:18:00 PM,5,1,57,Annapolis Rd. & Clare St.,Manhole,21230,39.26704,City of Baltimore Dept. of Public Works,73170,73170,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,NA,Overflow subsided following change in flow amount in pipe. Nearby 84 inch pressure main will need to be repaired to return to normal conditions.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.63157,Gwynns Falls,"73,170","c(1416645.8200692, 583054.810263371)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/9/2018,12:20:00 PM,2,4,55,2101 Sidney Ave.,Manhole,21230,39.264587,City of Baltimore Dept. of Public Works,127000,127000,"Pipe break, other.",,NA,Overflow subsided following change in flow amount in pipe. Nearby 84 inch pressure main will need to be repaired to return to normal conditions.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.631761,Gwynns Falls,"127,000","c(1416595.34711176, 582161.142899978)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,10/10/2018,1:45:00 PM,2,22,0,Annapolis Rd. & Kent St.,Pipe,21230,39.263062,City of Baltimore Dept. of Public Works,1224750,1224750,Pipe break.,,NA,Set up 20 MGD bypass pumping to reduce flow and abate overflow. Sandbags used to contain compromised pressurized pipe. Bypass pump will be continuously working until pressure main repaired.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.633964,Gwynns Falls,"1,224,750","c(1415973.82724702, 581603.188226938)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/11/2018,11:59:00 AM,0,1,46,3310 Ridgewood Ave.,Manhole,21215,39.33815,City of Baltimore Dept. of Public Works,530,530,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 225 ft. of pressure hose.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.67404,Gwynns Falls,530,"c(1404528.98781206, 608909.599731899)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/16/2018,10:14:00 AM,0,0,53,110 W. 39th St.,Manhole,21210,39.33683,City of Baltimore Dept. of Public Works,1325,1325,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 330 ft. of pressure hose.,Jones Falls,Stony Run,Baltimore City,NA,NA,NA,-76.623057,Jones Falls,"1,325","c(1418951.10482246, 608484.3260173)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/18/2018,5:19:00 PM,0,1,50,3915 Glen Ave.,Clean out,21215,39.352457,City of Baltimore Dept. of Public Works,110,110,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 45 ft. of electric cable.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.693398,Gwynns Falls,110,"c(1399036.22312257, 614101.766112212)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,10/22/2018,11:38:00 AM,0,2,2,5400 Frederick Ave.,Manhole,21228,39.280118,City of Baltimore Dept. of Public Works,3050,3050,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved 10 inch mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Patapsco River L N Br,Patapsco River,Baltimore City,NA,NA,NA,-76.706794,Patapsco River L N Br,"3,050","c(1395332.65660986, 587741.016668768)"
